"instructor","course","quarter","dept","Year_2020","Year_2021","Year_2022","Year_2023","trend"
"BROWNING R","WRIT    500","Spring","WRIT",0,NA,NA,NA,"No Trend"
"BRADLEY N D","WRIT    259","Spring","WRIT",4,3.88888888888889,NA,NA,"No Trend"
"MORRIS N S","WRIT    199","Spring","WRIT",3.73333333333333,NA,NA,NA,"No Trend"
"GENOVA G L","WRIT    162","Spring","WRIT",3.94,NA,NA,NA,"No Trend"
"BROWNING R","WRIT    160","Spring","WRIT",3.50714285714286,NA,NA,NA,"No Trend"
"MIZRAHI J L","WRIT    159B","Spring","WRIT",3.6,NA,NA,NA,"No Trend"
"KRYDER E A","WRIT    157B","Spring","WRIT",3.908,3.936,NA,NA,No Trend"
"SORAPURE M I","WRIT    155B","Spring","WRIT",3.87692307692308,3.736,3.888,NA,"No Trend"
"MCHUGH P","WRIT    153B","Spring","WRIT",3.972,3.948,4,3.9,"No Trend"
"COTICH C","WRIT    151B","Spring","WRIT",3.42173913043478,3.32272727272727,2.95,3.3,"No Trend"
"COTICH C","WRIT    150","Spring","WRIT",0,NA,NA,NA,"No Trend"
"FANCHER P J","WRIT    150","Spring","WRIT",0,NA,NA,NA,"No Trend"
"KRYDER E A","WRIT    150","Spring","WRIT",0,NA,NA,NA,"No Trend"
"MCHUGH P","WRIT    150","Spring","WRIT",0,NA,NA,NA,"No Trend"
"MIZRAHI J L","WRIT    150","Spring","WRIT",0,NA,NA,NA,"No Trend"
"COKLIN L","WRIT    131C","Spring","WRIT",3.82608695652174,3.91111111111111,3.95263157894737,3.70555555555556,"No Trend"
"MIZRAHI J L","WRIT    128","Spring","WRIT",3.46153846153846,NA,NA,NA,"No Trend"
"MENA H P","WRIT    126","Spring","WRIT",3.55294117647059,3.36428571428571,NA,NA,"No Trend"
"HIRSCH S A","WRIT    109V","Spring","WRIT",3.49130434782609,NA,NA,3.90416666666667,"No Trend"
"WUEBBEN D L","WRIT    109ST","Spring","WRIT",3.97,NA,NA,NA,"No Trend"
"HAMMER L M","WRIT    109SS","Spring","WRIT",3.525,NA,NA,NA,"No Trend"
"PATTERSON K A","WRIT    109SS","Spring","WRIT",3.12222222222222,NA,3.18947368421053,NA,"No Trend"
"ROSS ALTARAC","WRIT    109SS","Spring","WRIT",3.6578947368421,3.34285714285714,NA,NA,"No Trend"
"BAILLARGEON K","WRIT    109HU","Spring","WRIT",3.69565217391304,NA,NA,NA,"No Trend"
"HARRIS-MOORE","WRIT    109HP","Spring","WRIT",3.74255319148936,3.69591836734694,NA,NA,"No Trend"
"FANCHER P J","WRIT    109GS","Spring","WRIT",3.49166666666667,NA,NA,NA,"No Trend"
"HUK P M","WRIT    109F","Spring","WRIT",3.91304347826087,3.91904761904762,NA,3.60769230769231,"No Trend"
"THOMAS C","WRIT    109F","Spring","WRIT",3.604,NA,NA,NA,"No Trend"
"BROWNING R","WRIT    109ED","Spring","WRIT",3.71951219512195,NA,NA,NA,"No Trend"
"DEAN C W","WRIT    109ED","Spring","WRIT",3.90869565217391,3.56666666666667,3.62857142857143,NA,"No Trend"
"VERTIZ V","WRIT    109CS","Spring","WRIT",3.79090909090909,NA,NA,NA,"No Trend"
"BROWN KARA","WRIT    107WC","Spring","WRIT",3.75454545454545,3.66190476190476,NA,NA,"No Trend"
"KRUVAND M","WRIT    107P","Spring","WRIT",3.11162790697674,NA,NA,NA,"No Trend"
"MORRIS N S","WRIT    107M","Spring","WRIT",3.70909090909091,NA,NA,NA,"No Trend"
"BAILLARGEON K","WRIT    107L","Spring","WRIT",3.42127659574468,NA,NA,NA,"No Trend"
"MENA H P","WRIT    107J","Spring","WRIT",3.32978723404255,NA,3.56086956521739,NA,"No Trend"
"COKLIN L","WRIT    107G","Spring","WRIT",3.47021276595745,NA,NA,NA,"No Trend"
"EK A A","WRIT    107EP","Spring","WRIT",3.74583333333333,NA,NA,NA,"No Trend"
"EK A A","WRIT    107B","Spring","WRIT",3.64166666666667,NA,NA,NA,"No Trend"
"ERNST B C","WRIT    107B","Spring","WRIT",3.564,3.854,NA,NA,"No Trend"
"GENOVA G L","WRIT    107B","Spring","WRIT",3.56190476190476,3.40416666666667,NA,NA,"No Trend"
"KRUT R M","WRIT    107B","Spring","WRIT",4,3.93333333333333,3.74,3.988,"No Trend"
"RUTHERFORD K","WRIT    107B","Spring","WRIT",3.92857142857143,NA,NA,NA,"No Trend"
"CHENOWETH R C","WRIT    105SW","Spring","WRIT",3.87916666666667,3.43181818181818,3.478,3.58510638297872,"No Trend"
"LUNSFORD K J","WRIT    105SW","Spring","WRIT",3.94090909090909,NA,NA,NA,"No Trend"
"STANSELL A","WRIT    105SW","Spring","WRIT",3.38648648648649,NA,NA,NA,"No Trend"
"KRYDER E A","WRIT    105S","Spring","WRIT",3.71304347826087,NA,NA,NA,"No Trend"
"SAMUELS R D","WRIT    105R","Spring","WRIT",3.58510638297872,3.39230769230769,NA,NA,"No Trend"
"WEBBER M A","WRIT    105PD","Spring","WRIT",3.542,3.01111111111111,NA,NA,"No Trend"
"SMITH K A","WRIT    105P","Spring","WRIT",3.47272727272727,NA,NA,NA,"No Trend"
"DEAN C W","WRIT    105M","Spring","WRIT",3.884,NA,NA,3.90416666666667,"No Trend"
"FRANK D M","WRIT    105M","Spring","WRIT",3.548,3.47391304347826,3.5304347826087,3.7375,"No Trend"
"WUEBBEN D L","WRIT    105M","Spring","WRIT",3.62380952380952,NA,NA,NA,"No Trend"
"COTICH C","WRIT    105G","Spring","WRIT",2.57272727272727,NA,2.88636363636364,2.94583333333333,"No Trend"
"HUK P M","WRIT    105C","Spring","WRIT",3.84583333333333,NA,NA,NA,"No Trend"
"KRUT R M","WRIT    105C","Spring","WRIT",4,NA,NA,NA,"No Trend"
"MIELE I","WRIT    105C","Spring","WRIT",3.70588235294118,NA,NA,NA,"No Trend"
"MURTI-HALI D","WRIT    105C","Spring","WRIT",3.48947368421053,3.52790697674419,NA,NA,"No Trend"
"FRANK D M","WRIT     50E","Spring","WRIT",3.74444444444444,NA,NA,NA,"No Trend"
"SMITH K A","WRIT     50E","Spring","WRIT",3.67551020408163,NA,NA,NA,"No Trend"
"BRADLEY N D","WRIT     50","Spring","WRIT",3.68333333333333,NA,NA,NA,"No Trend"
"BROWNING R","WRIT      2","Spring","WRIT",3.6135593220339,NA,NA,NA,"No Trend"
"CHENOWETH R C","WRIT      2","Spring","WRIT",3.756,NA,NA,NA,"No Trend"
"EK A A","WRIT      2","Spring","WRIT",3.38172043010753,NA,NA,NA,"No Trend"
"ERNST B C","WRIT      2","Spring","WRIT",3.698,3.468,NA,NA,"No Trend"
"FANCHER P J","WRIT      2","Spring","WRIT",3.28333333333333,NA,NA,NA,"No Trend"
"HANSON J L","WRIT      2","Spring","WRIT",3.55555555555556,3.52678571428571,3.38163265306122,3.49574468085106,"No Trend"
"HARRIS-MOORE","WRIT      2","Spring","WRIT",3.29,3.49718309859155,NA,NA,"No Trend"
"JOHNSON J K","WRIT      2","Spring","WRIT",3.3027027027027,3.20625,NA,3.68125,"No Trend"
"SAUR E H","WRIT      2","Spring","WRIT",3.88958333333333,3.492,NA,3.58260869565217,"No Trend"
"VERTIZ V","WRIT      2","Spring","WRIT",3.7304347826087,3.18333333333333,3.59583333333333,3.38888888888889,"No Trend"
"WARWICK N L","WRIT      2","Spring","WRIT",3.56734693877551,3.34444444444444,3.48562874251497,3.4,"No Trend"
"WEBBER M A","WRIT      2","Spring","WRIT",3.75416666666667,3.19583333333333,3.03061224489796,3.45102040816327,"No Trend"
"WILLIAMS A M","WRIT      2","Spring","WRIT",3.49166666666667,NA,NA,NA,"No Trend"
"YAMBOLIEV K I","WRIT      2","Spring","WRIT",2.98222222222222,3.21666666666667,3.27142857142857,NA,"No Trend"
"CHENOWETH R C","WRIT      1","Spring","WRIT",3.684,3.4375,NA,NA,"No Trend"
"HAMMER L M","WRIT      1","Spring","WRIT",3.40697674418605,NA,3.17959183673469,3.33333333333333,"No Trend"
"HIRSCH S A","WRIT      1","Spring","WRIT",3.7,NA,NA,NA,"No Trend"
"PATTERSON K A","WRIT      1","Spring","WRIT",2.996,2.86222222222222,2.62916666666667,NA,"No Trend"
"BROWN R L","W&L  CS 170","Spring","W&L",0,NA,NA,NA,"No Trend"
"LUNSFORD K J","W&L  CS 160SS","Spring","W&L",0,NA,0,NA,"No Trend"
"BAZERMAN C","W&L  CS 160DW","Spring","W&L",0,NA,NA,NA,"No Trend"
"GRUE M N","W&L  CS 153AF","Spring","W&L",0,NA,NA,NA,"No Trend"
"JACKSON W E","W&L  CS 152FL","Spring","W&L",0,NA,NA,NA,"No Trend"
"BROWN R L","W&L  CS 120","Spring","W&L",0,NA,NA,NA,"No Trend"
"BENJAMIN R","W&L  CS 110","Spring","W&L",0,0,0,0,"No Trend"
"TERVALON J","W&L  CS  10","Spring","W&L",0,0,NA,NA,"No Trend"
"BROWN KARA","W&L  CS   5","Spring","W&L",0,NA,NA,NA,"No Trend"
"LEWIS K","TMP     499","Spring","TMP",3.88809523809524,NA,NA,NA,"No Trend"
"ZACKRISON E J","TMP     452C","Spring","TMP",4,NA,NA,NA,"No Trend"
"ROTTNER R M","TMP     443","Spring","TMP",3.60952380952381,NA,NA,NA,"No Trend"
"BARLEY S R","TMP     433","Spring","TMP",3.83488372093023,NA,NA,NA,"No Trend"
"SIINO R","TMP     413","Spring","TMP",3.94418604651163,NA,NA,NA,"No Trend"
"BOGART K S","TMP     244","Spring","TMP",3.8,NA,3.9125,NA,"No Trend"
"BEANE M I","TMP     241","Spring","TMP",3.4,3.59090909090909,NA,3.93333333333333,"No Trend"
"MCKEE K D","TMP     127","Spring","TMP",3.71489361702128,NA,NA,NA,"No Trend"
"ZACKRISON E J","TMP     127","Spring","TMP",3.83728813559322,3.70487804878049,NA,3.58571428571429,"No Trend"
"GABRIELE G F","TMP     124","Spring","TMP",3.89411764705882,3.92432432432432,3.79655172413793,3.74583333333333,"No Trend"
"HEY M V","TMP     120","Spring","TMP",3.36938775510204,3.44864864864865,3.50123456790123,3.37916666666667,"No Trend"
"STOTTS M L","TMP     120","Spring","TMP",3.57179487179487,NA,NA,NA,"No Trend"
"GREATHOUSE J","TMP     111","Spring","TMP",0,0,0,0,"No Trend"
"GREATHOUSE J","TMP      34","Spring","TMP",3.41307189542484,NA,NA,NA,"No Trend"
"BENNAHUM D","THTR    256","Spring","THTR",3.9625,NA,NA,NA,"No Trend"
"MCMAHON C S","THTR    251AF","Spring","THTR",4,NA,NA,NA,"No Trend"
"STEIN D A","THTR    199","Spring","THTR",4,NA,NA,NA,"No Trend"
"HERRERA D J","THTR    195","Spring","THTR",3.975,4,4,4,"No Trend"
"MORTON C","THTR    194L","Spring","THTR",4,NA,NA,NA,"No Trend"
"BRUICE A M","THTR    194D","Spring","THTR",3.81111111111111,NA,NA,NA,"No Trend"
"SCOTT V","THTR    194D","Spring","THTR",4,NA,NA,NA,"No Trend"
"KRUKOWSKI J P","THTR    194A","Spring","THTR",3.93333333333333,4,NA,NA,"No Trend"
"MCMAHON C S","THTR    184AA","Spring","THTR",3.5765625,NA,NA,NA,"No Trend"
"KING W D","THTR    182M","Spring","THTR",3.32619047619048,NA,2.614,NA,"No Trend"
"ARVAS A","THTR    182A","Spring","THTR",3.84166666666667,NA,NA,NA,"No Trend"
"WEAR R S","THTR    180E","Spring","THTR",3.55,NA,NA,NA,"No Trend"
"BRAININ R","THTR    152C","Spring","THTR",3.9,NA,NA,NA,"No Trend"
"HARRIS O","THTR    151G","Spring","THTR",4,NA,NA,NA,"No Trend"
"TORSIGLIERI A","THTR    151G","Spring","THTR",4,NA,NA,NA,"No Trend"
"APPEL I J","THTR    151C","Spring","THTR",4,NA,NA,NA,"No Trend"
"BRAININ R","THTR    149","Spring","THTR",4,NA,NA,NA,"No Trend"
"APPEL I J","THTR    142","Spring","THTR",3.67272727272727,NA,NA,NA,"No Trend"
"SHEFFIELD C A","THTR    132","Spring","THTR",3.07,NA,NA,NA,"No Trend"
"BRUICE A M","THTR    125","Spring","THTR",3.71428571428571,4,NA,NA,"No Trend"
"SCOTT V","THTR    123","Spring","THTR",4,NA,NA,NA,"No Trend"
"MORGAN M","THTR    111C","Spring","THTR",3.73333333333333,NA,3.93571428571429,3.85555555555556,"No Trend"
"STEIN D A","THTR    110D","Spring","THTR",4,4,3.975,NA,"No Trend"
"WASSON C F","THTR    110C","Spring","THTR",4,NA,NA,NA,"No Trend"
"WASSON S H","THTR    110C","Spring","THTR",4,NA,NA,NA,"No Trend"
"BERNARD M A","THTR    104C","Spring","THTR",3.78947368421053,NA,NA,3.75,"No Trend"
"MORTON C","THTR    104B","Spring","THTR",3.33333333333333,NA,NA,NA,"No Trend"
"COWHIG F Y","THTR    104A","Spring","THTR",3.87857142857143,NA,NA,NA,"No Trend"
"APPEL I J","THTR     42","Spring","THTR",3.74,NA,NA,NA,"No Trend"
"MOSELEY D","THTR     29D","Spring","THTR",4,NA,NA,NA,"No Trend"
"BRUICE A M","THTR     27A","Spring","THTR",3.775,NA,NA,NA,"No Trend"
"SCHMEDAKE A J","THTR     19","Spring","THTR",2.85714285714286,NA,NA,NA,"No Trend"
"APPEL I J","THTR     15C","Spring","THTR",3.925,NA,NA,NA,"No Trend"
"LOVETT L","THTR     11C","Spring","THTR",3.975,NA,NA,NA,"No Trend"
"WASSON C F","THTR     10C","Spring","THTR",3.5,NA,NA,NA,"No Trend"
"WASSON S H","THTR     10C","Spring","THTR",3.5,NA,NA,NA,"No Trend"
"FISHELL J K","THTR      5","Spring","THTR",3.62097902097902,3.69626168224299,3.7364406779661,3.66695652173913,"No Trend"
"ARVAS A","THTR      2C","Spring","THTR",3.38,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN W    1","Spring","SPAN",3.0952380952381,2.37173913043478,2.4953488372093,NA,"No Trend"
"RODRIGUEZ-VIL","SPAN W    1","Spring","SPAN",3.26,3.21363636363636,NA,NA,"No Trend"
"POOT-HERRERA","SPAN    599","Spring","SPAN",0,NA,NA,NA,"No Trend"
"CORTIJO A","SPAN    594AC","Spring","SPAN",4,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN    591","Spring","SPAN",0,NA,NA,NA,"No Trend"
"CASTILLO J L","SPAN    193","Spring","SPAN",2.88,NA,NA,NA,"No Trend"
"LUPI J P","SPAN    185","Spring","SPAN",3.22941176470588,NA,NA,3.24166666666667,"No Trend"
"EZKERRA VEGAS","SPAN    183A","Spring","SPAN",3.71875,3.61666666666667,NA,NA,"No Trend"
"LUPI J P","SPAN    169","Spring","SPAN",3.28222222222222,NA,NA,NA,"No Trend"
"BERMUDEZ S","SPAN    156","Spring","SPAN",3.635,NA,NA,NA,"No Trend"
"EZKERRA VEGAS","SPAN    154B","Spring","SPAN",3.875,NA,NA,NA,"No Trend"
"GUYTON ACOSTA","SPAN    147","Spring","SPAN",3.67906976744186,3.8,NA,NA,"No Trend"
"GRASSET MOREL","SPAN    126","Spring","SPAN",3.62931034482759,NA,NA,NA,"No Trend"
"MIGLIO V G","SPAN    115","Spring","SPAN",3.80322580645161,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN    114B","Spring","SPAN",2.72592592592593,NA,NA,NA,"No Trend"
"GRASSET MOREL","SPAN    110C","Spring","SPAN",3.29642857142857,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN    100","Spring","SPAN",3.18392857142857,2.80645161290323,NA,NA,"No Trend"
"GONZALES-SMIT","SPAN     30","Spring","SPAN",3.42830188679245,NA,NA,3.54375,"No Trend"
"MARQUES-PASCU","SPAN     25","Spring","SPAN",3.55416666666667,3.30416666666667,2.62380952380952,NA,"No Trend"
"MARQUES-PASCU","SPAN     16B","Spring","SPAN",3.11025641025641,3.0304347826087,2.70555555555556,NA,"No Trend"
"GONZALES-SMIT","SPAN     16A","Spring","SPAN",3.57727272727273,NA,NA,NA,"No Trend"
"FIGUEREDO O O","SPAN      6","Spring","SPAN",3.38571428571429,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN      6","Spring","SPAN",3.13947368421053,3.22857142857143,3.34042553191489,NA,"No Trend"
"FERNANDEZ L","SPAN      5","Spring","SPAN",3.625,NA,NA,NA,"No Trend"
"TAVARES P C","SPAN      4","Spring","SPAN",2.90769230769231,NA,NA,NA,"No Trend"
"TAVARES P C","SPAN      3HY","Spring","SPAN",2.94705882352941,NA,NA,NA,"No Trend"
"CENICEROS R C","SPAN      3","Spring","SPAN",3.252,2.88297872340426,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN      3","Spring","SPAN",3.095,2.79852941176471,2.76547619047619,NA,"No Trend"
"RIAZI T","SPAN      3","Spring","SPAN",2.92608695652174,NA,NA,NA,"No Trend"
"RODRIGUEZ-VIL","SPAN      3","Spring","SPAN",3.1,NA,NA,NA,"No Trend"
"FIGUEREDO O O","SPAN      2","Spring","SPAN",2.82368421052632,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN      2","Spring","SPAN",2.77142857142857,NA,NA,NA,"No Trend"
"GUYTON ACOSTA","SPAN      1","Spring","SPAN",2.7952380952381,NA,NA,NA,"No Trend"
"MARQUES-PASCU","SPAN      1","Spring","SPAN",3.12666666666667,NA,NA,NA,"No Trend"
"WINDER T J","SOC     294","Spring","SOC",4,NA,NA,NA,"No Trend"
"FALASCA S","SOC     218CP","Spring","SOC",4,NA,NA,NA,"No Trend"
"TAYLOR V","SOC     211B","Spring","SOC",4,NA,NA,NA,"No Trend"
"CRUZ J D","SOC     207C","Spring","SOC",4,NA,NA,NA,"No Trend"
"ARENAS VELAZQ","SOC     205B","Spring","SOC",3.75714285714286,NA,NA,3.79090909090909,"No Trend"
"BALDWIN J I","SOC     199","Spring","SOC",4,NA,NA,NA,"No Trend"
"BRIDGES T S","SOC     190A","Spring","SOC",0,NA,NA,0,"No Trend"
"FORAN J F","SOC     190A","Spring","SOC",0,0,NA,NA,"No Trend"
"LUNA Z T","SOC     190A","Spring","SOC",0,0,NA,NA,"No Trend"
"TOBER T L","SOC     190A","Spring","SOC",0,NA,NA,NA,"No Trend"
"TWINE F W","SOC     185G","Spring","SOC",3.47258064516129,NA,NA,NA,"No Trend"
"NEDERVEEN PIE","SOC     185DG","Spring","SOC",2.94909090909091,NA,NA,NA,"No Trend"
"CRUZ J D","SOC     185C","Spring","SOC",3.52906976744186,NA,NA,NA,"No Trend"
"MANSKI B R","SOC     173","Spring","SOC",3.73372093023256,NA,NA,NA,"No Trend"
"ABRA G J","SOC     172","Spring","SOC",3.86915887850467,NA,NA,NA,"No Trend"
"SOTO O F","SOC     170","Spring","SOC",3.65595238095238,NA,NA,NA,"No Trend"
"RIOS V M","SOC     164","Spring","SOC",3.77456140350877,NA,NA,NA,"No Trend"
"SEGURA D A","SOC     155W","Spring","SOC",3.33466666666667,NA,NA,NA,"No Trend"
"TAYLOR C J","SOC     155","Spring","SOC",3.664,3.38117647058824,NA,3.24347826086957,"No Trend"
"SEGURA D A","SOC     153","Spring","SOC",3.56103896103896,3.48974358974359,3.39390243902439,2.92359550561798,"Downward Trend"
"BALDWIN J D","SOC     152C","Spring","SOC",4,4,4,NA,"No Trend"
"BALDWIN J I","SOC     152C","Spring","SOC",4,4,4,NA,"No Trend"
"BALDWIN J D","SOC     152A","Spring","SOC",3.81625514403292,3.06208425720621,2.64512471655329,2.92112299465241,"No Trend"
"BALDWIN J I","SOC     152A","Spring","SOC",3.81625514403292,3.06208425720621,2.64512471655329,2.92112299465241,"No Trend"
"FRIEDKIN N E","SOC     147","Spring","SOC",2.39891304347826,NA,NA,NA,"No Trend"
"BALDWIN J D","SOC     142","Spring","SOC",3.13174603174603,NA,NA,NA,"No Trend"
"TELLES E E","SOC     139RN","Spring","SOC",3.6,NA,NA,NA,"No Trend"
"DANIEL R","SOC     139C","Spring","SOC",3.71739130434783,3.346875,3.41777777777778,NA,"No Trend"
"DANIEL R","SOC     139A","Spring","SOC",3.81489361702128,NA,NA,NA,"No Trend"
"JUERGENSMEYER","SOC     138G","Spring","SOC",3.6088,3.43068181818182,NA,NA,"No Trend"
"WHITEHEAD K A","SOC     136C","Spring","SOC",3.69195402298851,NA,NA,3.68045977011494,"No Trend"
"TOBER T L","SOC     134","Spring","SOC",3.50533333333333,3.52888888888889,3.52795698924731,3.51428571428571,"No Trend"
"FORAN J F","SOC     130SD","Spring","SOC",3.83936170212766,3.67792207792208,NA,NA,"No Trend"
"TELLES E E","SOC     124","Spring","SOC",3.65434782608696,NA,NA,NA,"No Trend"
"FALASCA S","SOC     118CW","Spring","SOC",3.69620253164557,NA,NA,3.48953488372093,"No Trend"
"RAYMOND E","SOC     108ST","Spring","SOC",3.48548387096774,NA,3.33272727272727,NA,"No Trend"
"FORAN J F","SOC     108G","Spring","SOC",3.66571428571429,3.78135593220339,NA,NA,"No Trend"
"WINDER T J","SOC     108F","Spring","SOC",3.56164383561644,NA,3.69,NA,"No Trend"
"RAYMOND E","SOC     108C","Spring","SOC",3.46101694915254,NA,NA,NA,"No Trend"
"TOBER T L","SOC       1","Spring","SOC",3.6919621749409,NA,NA,NA,"No Trend"
"MCCLAIN K L","SLAV    182","Spring","SLAV",3.90833333333333,NA,NA,NA,"No Trend"
"MCCLAIN K L","SLAV    152B","Spring","SLAV",3.87692307692308,NA,3.752,NA,"No Trend"
"DELCHEVA M P","SLAV    130C","Spring","SLAV",3.108,NA,NA,NA,"No Trend"
"WELD S P","SLAV     35","Spring","SLAV",3.83225806451613,NA,NA,NA,"No Trend"
"INGHAM R J","SHS     167","Spring","SHS",4,NA,4,NA,"No Trend"
"SPIEKER S","RUSS    122","Spring","RUSS",4,NA,NA,NA,"No Trend"
"MCLELLAN L","RUSS    101C","Spring","RUSS",3.72727272727273,NA,3.87142857142857,NA,"No Trend"
"MCLELLAN L","RUSS      6","Spring","RUSS",3.86875,3.82727272727273,NA,3.83333333333333,"No Trend"
"MCCLAIN K L","RUSS      3","Spring","RUSS",3.88823529411765,3.74166666666667,3.8,3.28333333333333,"No Trend"
"MCLELLAN L","RUSS      3","Spring","RUSS",3.73636363636364,3.81111111111111,3.84615384615385,3.62857142857143,"No Trend"
"CABEZON J I","RG ST   599AA","Spring","RG",0,NA,NA,NA,"No Trend"
"REYNOLDS D F","RG ST   289A","Spring","RG",3.95,NA,NA,NA,"No Trend"
"ELISON W N","RG ST   272","Spring","RG",4,NA,NA,NA,"No Trend"
"KAUFFMAN M E","RG ST   190WE","Spring","RG",3.12916666666667,2.54583333333333,3.46551724137931,2.90434782608696,"No Trend"
"AL-BAHLOLY S","RG ST   190SY","Spring","RG",3.06190476190476,NA,NA,NA,"No Trend"
"BOTHRA S","RG ST   190NV","Spring","RG",3.46521739130435,NA,NA,NA,"No Trend"
"FLUHMAN J S","RG ST   190MP","Spring","RG",3.55833333333333,NA,NA,NA,"No Trend"
"WALKER D S","RG ST   190MP","Spring","RG",3.55833333333333,NA,NA,NA,"No Trend"
"ATNIP L M","RG ST   190GD","Spring","RG",3.4,NA,NA,NA,"No Trend"
"KAUFFMAN M E","RG ST   190GA","Spring","RG",3.01176470588235,3.17222222222222,3.040625,3.06086956521739,"No Trend"
"AHMAD A A","RG ST   190FS","Spring","RG",3,NA,NA,NA,"No Trend"
"THORNTON S A","RG ST   190FA","Spring","RG",2.7,NA,NA,NA,"No Trend"
"YANG M","RG ST   183B","Spring","RG",2.83870967741935,NA,NA,NA,"No Trend"
"DRIAN J L","RG ST   175B","Spring","RG",2.9375,NA,NA,NA,"No Trend"
"ELISON W N","RG ST   162G","Spring","RG",3.26521739130435,NA,NA,NA,"No Trend"
"FEIZMOHAMMADP","RG ST   157PP","Spring","RG",3.924,NA,NA,NA,"No Trend"
"FEIZMOHAMMADP","RG ST   157I","Spring","RG",3.81724137931035,NA,NA,3.85666666666667,"No Trend"
"HAMILTON N C","RG ST   156CI","Spring","RG",4,NA,NA,NA,"No Trend"
"JARRETT G C","RG ST   156CE","Spring","RG",3.05135135135135,3.0695652173913,3.24827586206897,3.359375,"Upward Trend"
"STRONGMAN R D","RG ST   156","Spring","RG",3.292,NA,NA,NA,"No Trend"
"REYNOLDS D F","RG ST   148C","Spring","RG",4,3.96666666666667,3.85,NA,"No Trend"
"BLANKHOLM J L","RG ST   144A","Spring","RG",4,NA,NA,NA,"No Trend"
"CAMPO J E","RG ST   140D","Spring","RG",2.675,NA,NA,NA,"No Trend"
"AMIHAY A","RG ST   133C","Spring","RG",3.18,NA,NA,NA,"No Trend"
"AMIHAY O","RG ST   133B","Spring","RG",3.575,3.568,NA,NA,"No Trend"
"HECHT R","RG ST   131D","Spring","RG",3.57843137254902,NA,NA,NA,"No Trend"
"PEREZ E","RG ST   124G","Spring","RG",3.80857142857143,NA,NA,NA,"No Trend"
"THOMAS C M","RG ST   116C","Spring","RG",3.6258064516129,3.59473684210526,NA,3.68695652173913,"No Trend"
"MCCRACKEN L M","RG ST   106","Spring","RG",3.37826086956522,NA,NA,NA,"No Trend"
"HILLIS G A","RG ST   104","Spring","RG",3.92222222222222,NA,NA,NA,"No Trend"
"CARLSON T A","RG ST    80C","Spring","RG",3.5859649122807,NA,2.65346534653465,3.18333333333333,"No Trend"
"BUSTO R V","RG ST    71","Spring","RG",3.885,3.74181818181818,3.71333333333333,3.56724137931035,"Downward Trend"
"RAMBELLI F","RG ST    65C","Spring","RG",4,NA,NA,NA,"No Trend"
"RIAZI T","RG ST    58C","Spring","RG",3.64545454545455,NA,NA,NA,"No Trend"
"RIAZI T","RG ST    57C","Spring","RG",4,NA,NA,NA,"No Trend"
"CABEZON J I","RG ST    31","Spring","RG",3.42358490566038,NA,NA,NA,"No Trend"
"LINDSAY R B","RG ST    31","Spring","RG",3.42358490566038,NA,NA,NA,"No Trend"
"BOTHRA S","RG ST    20","Spring","RG",3.41020408163265,NA,NA,NA,"No Trend"
"HOLDREGE B A","RG ST    19","Spring","RG",3.26771653543307,2.97669902912621,NA,3.078,"No Trend"
"TAVES A","RG ST    18","Spring","RG",3.1936170212766,NA,NA,NA,"No Trend"
"BLANKHOLM J L","RG ST    13","Spring","RG",3.24493670886076,NA,NA,NA,"No Trend"
"WALKER D S","RG ST    13","Spring","RG",3.24493670886076,NA,NA,NA,"No Trend"
"BOTHRA S","RG ST    11C","Spring","RG",3.75714285714286,NA,NA,NA,"No Trend"
"EL OMARI R M","RG ST    10F","Spring","RG",3.51428571428571,3.55,3.47142857142857,NA,"No Trend"
"CAMPO M","RG ST    10C","Spring","RG",3.36666666666667,3.69130434782609,3.48888888888889,3.12105263157895,"No Trend"
"GAZZANIGA M","PSY     594GZ","Spring","PSY",4,4,NA,NA,"No Trend"
"COLLINS N L","PSY     592QM","Spring","PSY",0,0,NA,NA,"No Trend"
"SHERMAN D A","PSY     592FS","Spring","PSY",0,NA,NA,NA,"No Trend"
"RONEY J R","PSY     592DV","Spring","PSY",0,0,0,0,"No Trend"
"JANUSONIS S","PSY     269","Spring","PSY",3.95833333333333,NA,NA,NA,"No Trend"
"RONEY J R","PSY     247","Spring","PSY",3.74,NA,3.88,NA,"No Trend"
"MAYER R E","PSY     237","Spring","PSY",3.34285714285714,NA,NA,NA,"No Trend"
"COLLINS N L","PSY     221C","Spring","PSY",3.8,3.83461538461538,3.95,3.948,"No Trend"
"SZUMLINSKI K","PSY     215","Spring","PSY",3.94,NA,NA,NA,"No Trend"
"ASHBY F G","PSY     199P","Spring","PSY",0,NA,NA,NA,"No Trend"
"MACKIE D M","PSY     199P","Spring","PSY",0,NA,NA,NA,"No Trend"
"ASHBY F G","PSY     199","Spring","PSY",4,NA,NA,NA,"No Trend"
"COLLINS N L","PSY     199","Spring","PSY",4,NA,NA,NA,"No Trend"
"ECKSTEIN M P","PSY     199","Spring","PSY",3.98,NA,NA,NA,"No Trend"
